word,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,one,two,three,four,five,one_val,two_val,three_val,four_val,five_val,two_match,three_match,four_match,five_match,word_score,popularity_score
moxie,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,m,o,x,i,e,0.029610096,0.063514786,0.005236391,0.058052364,0.09949143,1,1,1,1,0.2559,2.55
mrads,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,m,r,a,d,s,0.029610096,0.067281974,0.082313053,0.041062347,0.098398945,1,1,1,1,0.3187,1
mucho,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,m,u,c,h,o,0.029610096,0.039969862,0.035524581,0.029572424,0.063514786,1,1,1,1,0.1982,2.59
mucks,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,m,u,c,k,s,0.029610096,0.039969862,0.035524581,0.021171595,0.098398945,1,1,1,1,0.2247,1.77
mucky,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,m,u,c,k,y,0.029610096,0.039969862,0.035524581,0.021171595,0.032586174,1,1,1,1,0.1589,2.29
mucus,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,m,u,c,u,s,0.029610096,0.039969862,0.035524581,0.039969862,0.098398945,1,1,0,1,0.2035,3.15
muddy,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,m,u,d,d,y,0.029610096,0.039969862,0.041062347,0.041062347,0.032586174,1,1,0,1,0.1432,3.6
muffs,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,m,u,f,f,s,0.029610096,0.039969862,0.018722923,0.018722923,0.098398945,1,1,0,1,0.1867,2.18
mufti,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,m,u,f,t,i,0.029610096,0.039969862,0.018722923,0.054548879,0.058052364,1,1,1,1,0.2009,2.86
muggy,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,m,u,g,g,y,0.029610096,0.039969862,0.024185346,0.024185346,0.032586174,1,1,0,1,0.1264,2.53
mujik,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,m,u,j,i,k,0.029610096,0.039969862,0.003428141,0.058052364,0.021171595,1,1,1,1,0.1522,1
mulch,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,m,u,l,c,h,0.029610096,0.039969862,0.053870785,0.035524581,0.029572424,1,1,1,1,0.1885,2.9
mulct,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,m,u,l,c,t,0.029610096,0.039969862,0.053870785,0.035524581,0.054548879,1,1,1,1,0.2135,1
mules,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,m,u,l,e,s,0.029610096,0.039969862,0.053870785,0.09949143,0.098398945,1,1,1,1,0.3213,3.11
muley,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,m,u,l,e,y,0.029610096,0.039969862,0.053870785,0.09949143,0.032586174,1,1,1,1,0.2555,1.75
mulls,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,m,u,l,l,s,0.029610096,0.039969862,0.053870785,0.053870785,0.098398945,1,1,0,1,0.2218,2.31
mumbo,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,m,u,m,b,o,0.029610096,0.039969862,0.029610096,0.026294971,0.063514786,1,0,1,1,0.1594,2.57
mummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,m,u,m,m,y,0.029610096,0.039969862,0.029610096,0.029610096,0.032586174,1,0,0,1,0.1022,3.57
mumps,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,m,u,m,p,s,0.029610096,0.039969862,0.029610096,0.032774534,0.098398945,1,0,1,1,0.2008,2.81
munch,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,m,u,n,c,h,0.029610096,0.039969862,0.045884347,0.035524581,0.029572424,1,1,1,1,0.1806,3.08
munge,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,m,u,n,g,e,0.029610096,0.039969862,0.045884347,0.024185346,0.09949143,1,1,1,1,0.2391,1.04
mungs,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,m,u,n,g,s,0.029610096,0.039969862,0.045884347,0.024185346,0.098398945,1,1,1,1,0.238,1
mungy,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,m,u,n,g,y,0.029610096,0.039969862,0.045884347,0.024185346,0.032586174,1,1,1,1,0.1722,1
muons,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,m,u,o,n,s,0.029610096,0.039969862,0.063514786,0.045884347,0.098398945,1,1,1,1,0.2774,1.97
mural,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,m,u,r,a,l,0.029610096,0.039969862,0.067281974,0.082313053,0.053870785,1,1,1,1,0.273,3.49
murky,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,m,u,r,k,y,0.029610096,0.039969862,0.067281974,0.021171595,0.032586174,1,1,1,1,0.1906,3.12
mused,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,m,u,s,e,d,0.029610096,0.039969862,0.098398945,0.09949143,0.041062347,1,1,1,1,0.3085,2.67
muser,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,m,u,s,e,r,0.029610096,0.039969862,0.098398945,0.09949143,0.067281974,1,1,1,1,0.3348,1.36
muses,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,m,u,s,e,s,0.029610096,0.039969862,0.098398945,0.09949143,0.098398945,1,1,1,0,0.2675,3.04
mushy,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,m,u,s,h,y,0.029610096,0.039969862,0.098398945,0.029572424,0.032586174,1,1,1,1,0.2301,2.94
music,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,m,u,s,i,c,0.029610096,0.039969862,0.098398945,0.058052364,0.035524581,1,1,1,1,0.2616,5.52
musks,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,m,u,s,k,s,0.029610096,0.039969862,0.098398945,0.021171595,0.098398945,1,1,1,0,0.1892,1.5
musky,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,m,u,s,k,y,0.029610096,0.039969862,0.098398945,0.021171595,0.032586174,1,1,1,1,0.2217,2.43
musos,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,m,u,s,o,s,0.029610096,0.039969862,0.098398945,0.063514786,0.098398945,1,1,1,0,0.2315,1.34
mussy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,m,u,s,s,y,0.029610096,0.039969862,0.098398945,0.098398945,0.032586174,1,1,0,1,0.2006,1.58
musta,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,m,u,s,t,a,0.029610096,0.039969862,0.098398945,0.054548879,0.082313053,1,1,1,1,0.3048,2.27
musts,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,m,u,s,t,s,0.029610096,0.039969862,0.098398945,0.054548879,0.098398945,1,1,1,0,0.2225,1.95
musty,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,m,u,s,t,y,0.029610096,0.039969862,0.098398945,0.054548879,0.032586174,1,1,1,1,0.2551,2.83
muted,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,m,u,t,e,d,0.029610096,0.039969862,0.054548879,0.09949143,0.041062347,1,1,1,1,0.2647,3.42
muter,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,m,u,t,e,r,0.029610096,0.039969862,0.054548879,0.09949143,0.067281974,1,1,1,1,0.2909,1.37
mutes,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,m,u,t,e,s,0.029610096,0.039969862,0.054548879,0.09949143,0.098398945,1,1,1,1,0.322,2.45
mutts,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,m,u,t,t,s,0.029610096,0.039969862,0.054548879,0.054548879,0.098398945,1,1,0,1,0.2225,2.42
muxes,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,m,u,x,e,s,0.029610096,0.039969862,0.005236391,0.09949143,0.098398945,1,1,1,1,0.2727,1
mylar,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,m,y,l,a,r,0.029610096,0.032586174,0.053870785,0.082313053,0.067281974,1,1,1,1,0.2657,2.37
mynas,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,m,y,n,a,s,0.029610096,0.032586174,0.045884347,0.082313053,0.098398945,1,1,1,1,0.2888,1
myrrh,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,m,y,r,r,h,0.029610096,0.032586174,0.067281974,0.067281974,0.029572424,1,1,0,1,0.1591,2.56
myths,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,m,y,t,h,s,0.029610096,0.032586174,0.054548879,0.029572424,0.098398945,1,1,1,1,0.2447,3.75
nabla,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n,a,b,l,a,0.045884347,0.082313053,0.026294971,0.053870785,0.082313053,1,1,1,0,0.2084,1.15
nabob,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,n,a,b,o,b,0.045884347,0.082313053,0.026294971,0.063514786,0.026294971,1,1,1,0,0.218,1.68
nacho,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,n,a,c,h,o,0.045884347,0.082313053,0.035524581,0.029572424,0.063514786,1,1,1,1,0.2568,3.02
nadir,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,n,a,d,i,r,0.045884347,0.082313053,0.041062347,0.058052364,0.067281974,1,1,1,1,0.2946,2.86
naiad,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n,a,i,a,d,0.045884347,0.082313053,0.058052364,0.082313053,0.041062347,1,1,0,1,0.2273,1.77
nails,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,n,a,i,l,s,0.045884347,0.082313053,0.058052364,0.053870785,0.098398945,1,1,1,1,0.3385,4.04
naive,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,n,a,i,v,e,0.045884347,0.082313053,0.058052364,0.011602938,0.09949143,1,1,1,1,0.2973,3.75
naked,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n,a,k,e,d,0.045884347,0.082313053,0.021171595,0.09949143,0.041062347,1,1,1,1,0.2899,4.43
named,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,n,a,m,e,d,0.045884347,0.082313053,0.029610096,0.09949143,0.041062347,1,1,1,1,0.2984,4.95
namer,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,n,a,m,e,r,0.045884347,0.082313053,0.029610096,0.09949143,0.067281974,1,1,1,1,0.3246,1.68
names,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,n,a,m,e,s,0.045884347,0.082313053,0.029610096,0.09949143,0.098398945,1,1,1,1,0.3557,4.91
nanny,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,n,a,n,n,y,0.045884347,0.082313053,0.045884347,0.045884347,0.032586174,1,0,0,1,0.1608,3.59
napes,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,n,a,p,e,s,0.045884347,0.082313053,0.032774534,0.09949143,0.098398945,1,1,1,1,0.3589,1.43
nappy,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,n,a,p,p,y,0.045884347,0.082313053,0.032774534,0.032774534,0.032586174,1,1,0,1,0.1936,2.88
narco,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,n,a,r,c,o,0.045884347,0.082313053,0.067281974,0.035524581,0.063514786,1,1,1,1,0.2945,2.57
narcs,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,n,a,r,c,s,0.045884347,0.082313053,0.067281974,0.035524581,0.098398945,1,1,1,1,0.3294,1.94
nares,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,n,a,r,e,s,0.045884347,0.082313053,0.067281974,0.09949143,0.098398945,1,1,1,1,0.3934,2.12
nasal,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,n,a,s,a,l,0.045884347,0.082313053,0.098398945,0.082313053,0.053870785,1,1,0,1,0.2805,3.49
nasty,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,n,a,s,t,y,0.045884347,0.082313053,0.098398945,0.054548879,0.032586174,1,1,1,1,0.3137,4.22
natal,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,n,a,t,a,l,0.045884347,0.082313053,0.054548879,0.082313053,0.053870785,1,1,0,1,0.2366,3.41
natch,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,n,a,t,c,h,0.045884347,0.082313053,0.054548879,0.035524581,0.029572424,1,1,1,1,0.2478,2.15
nates,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,n,a,t,e,s,0.045884347,0.082313053,0.054548879,0.09949143,0.098398945,1,1,1,1,0.3806,1.83
natty,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,n,a,t,t,y,0.045884347,0.082313053,0.054548879,0.054548879,0.032586174,1,1,0,1,0.2153,2.75
naval,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,n,a,v,a,l,0.045884347,0.082313053,0.011602938,0.082313053,0.053870785,1,1,0,1,0.1937,4.24
navel,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,n,a,v,e,l,0.045884347,0.082313053,0.011602938,0.09949143,0.053870785,1,1,1,1,0.2932,2.95
naves,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,n,a,v,e,s,0.045884347,0.082313053,0.011602938,0.09949143,0.098398945,1,1,1,1,0.3377,1.85
nears,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,n,e,a,r,s,0.045884347,0.09949143,0.082313053,0.067281974,0.098398945,1,1,1,1,0.3934,2.88
neath,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,n,e,a,t,h,0.045884347,0.09949143,0.082313053,0.054548879,0.029572424,1,1,1,1,0.3118,2.84
neato,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,n,e,a,t,o,0.045884347,0.09949143,0.082313053,0.054548879,0.063514786,1,1,1,1,0.3458,2.06
necks,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,n,e,c,k,s,0.045884347,0.09949143,0.035524581,0.021171595,0.098398945,1,1,1,1,0.3005,3.4
needs,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,n,e,e,d,s,0.045884347,0.09949143,0.09949143,0.041062347,0.098398945,1,0,1,1,0.2848,5.37
needy,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,n,e,e,d,y,0.045884347,0.09949143,0.09949143,0.041062347,0.032586174,1,0,1,1,0.219,3.58
negro,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,n,e,g,r,o,0.045884347,0.09949143,0.024185346,0.067281974,0.063514786,1,1,1,1,0.3004,3.73
neigh,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n,e,i,g,h,0.045884347,0.09949143,0.058052364,0.024185346,0.029572424,1,1,1,1,0.2572,2.49
neons,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,n,e,o,n,s,0.045884347,0.09949143,0.063514786,0.045884347,0.098398945,1,1,0,1,0.3073,1.82
nerdy,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,n,e,r,d,y,0.045884347,0.09949143,0.067281974,0.041062347,0.032586174,1,1,1,1,0.2863,3.17
nerfs,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,n,e,r,f,s,0.045884347,0.09949143,0.067281974,0.018722923,0.098398945,1,1,1,1,0.3298,1.77
nerts,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,n,e,r,t,s,0.045884347,0.09949143,0.067281974,0.054548879,0.098398945,1,1,1,1,0.3656,1
nerve,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,n,e,r,v,e,0.045884347,0.09949143,0.067281974,0.011602938,0.09949143,1,1,1,0,0.2243,4.19
nervy,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,n,e,r,v,y,0.045884347,0.09949143,0.067281974,0.011602938,0.032586174,1,1,1,1,0.2568,2.25
nests,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,n,e,s,t,s,0.045884347,0.09949143,0.098398945,0.054548879,0.098398945,1,1,1,0,0.2983,3.43
never,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,n,e,v,e,r,0.045884347,0.09949143,0.011602938,0.09949143,0.067281974,1,1,0,1,0.2243,5.91
newel,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,n,e,w,e,l,0.045884347,0.09949143,0.018346205,0.09949143,0.053870785,1,1,0,1,0.2176,1.88
newer,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,n,e,w,e,r,0.045884347,0.09949143,0.018346205,0.09949143,0.067281974,1,1,0,1,0.231,3.94
newly,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,n,e,w,l,y,0.045884347,0.09949143,0.018346205,0.053870785,0.032586174,1,1,1,1,0.2502,4.42
newsy,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,n,e,w,s,y,0.045884347,0.09949143,0.018346205,0.098398945,0.032586174,1,1,1,1,0.2947,1.92
newts,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,n,e,w,t,s,0.045884347,0.09949143,0.018346205,0.054548879,0.098398945,1,1,1,1,0.3167,2.21
nexus,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,n,e,x,u,s,0.045884347,0.09949143,0.005236391,0.039969862,0.098398945,1,1,1,1,0.289,3.65
nicad,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n,i,c,a,d,0.045884347,0.058052364,0.035524581,0.082313053,0.041062347,1,1,1,1,0.2628,1.27
nicer,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,n,i,c,e,r,0.045884347,0.058052364,0.035524581,0.09949143,0.067281974,1,1,1,1,0.3062,3.65
niche,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n,i,c,h,e,0.045884347,0.058052364,0.035524581,0.029572424,0.09949143,1,1,1,1,0.2685,3.85
nicks,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,n,i,c,k,s,0.045884347,0.058052364,0.035524581,0.021171595,0.098398945,1,1,1,1,0.259,3.07
niece,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n,i,e,c,e,0.045884347,0.058052364,0.09949143,0.035524581,0.09949143,1,1,1,0,0.239,3.82
nifty,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,n,i,f,t,y,0.045884347,0.058052364,0.018722923,0.054548879,0.032586174,1,1,1,1,0.2098,3.17
night,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,n,i,g,h,t,0.045884347,0.058052364,0.024185346,0.029572424,0.054548879,1,1,1,1,0.2122,5.61
nihil,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n,i,h,i,l,0.045884347,0.058052364,0.029572424,0.058052364,0.053870785,1,1,0,1,0.1874,2.19
nimbi,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,n,i,m,b,i,0.045884347,0.058052364,0.029610096,0.026294971,0.058052364,1,1,1,0,0.1598,1
nines,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,n,i,n,e,s,0.045884347,0.058052364,0.045884347,0.09949143,0.098398945,1,0,1,1,0.3018,2.84
ninja,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n,i,n,j,a,0.045884347,0.058052364,0.045884347,0.003428141,0.082313053,1,0,1,1,0.1897,3.87
ninny,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,n,i,n,n,y,0.045884347,0.058052364,0.045884347,0.045884347,0.032586174,1,0,0,1,0.1365,1.93
ninth,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,n,i,n,t,h,0.045884347,0.058052364,0.045884347,0.054548879,0.029572424,1,0,1,1,0.1881,4.07
nippy,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,n,i,p,p,y,0.045884347,0.058052364,0.032774534,0.032774534,0.032586174,1,1,0,1,0.1693,2.38
nisei,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,n,i,s,e,i,0.045884347,0.058052364,0.098398945,0.09949143,0.058052364,1,1,1,0,0.3018,2.09
niter,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,n,i,t,e,r,0.045884347,0.058052364,0.054548879,0.09949143,0.067281974,1,1,1,1,0.3253,1.45
nitro,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,n,i,t,r,o,0.045884347,0.058052364,0.054548879,0.067281974,0.063514786,1,1,1,1,0.2893,3.23
nitty,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,n,i,t,t,y,0.045884347,0.058052364,0.054548879,0.054548879,0.032586174,1,1,0,1,0.1911,2.7
nixed,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,n,i,x,e,d,0.045884347,0.058052364,0.005236391,0.09949143,0.041062347,1,1,1,1,0.2497,2.28
nixes,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,n,i,x,e,s,0.045884347,0.058052364,0.005236391,0.09949143,0.098398945,1,1,1,1,0.3071,1.69
nixie,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,n,i,x,i,e,0.045884347,0.058052364,0.005236391,0.058052364,0.09949143,1,1,0,1,0.2087,1.88
nobby,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,n,o,b,b,y,0.045884347,0.063514786,0.026294971,0.026294971,0.032586174,1,1,0,1,0.1683,2.23
noble,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,n,o,b,l,e,0.045884347,0.063514786,0.026294971,0.053870785,0.09949143,1,1,1,1,0.2891,4.24
nobly,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,n,o,b,l,y,0.045884347,0.063514786,0.026294971,0.053870785,0.032586174,1,1,1,1,0.2222,2.39
nodal,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,n,o,d,a,l,0.045884347,0.063514786,0.041062347,0.082313053,0.053870785,1,1,1,1,0.2866,2.55
noddy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,n,o,d,d,y,0.045884347,0.063514786,0.041062347,0.041062347,0.032586174,1,1,0,1,0.183,2.22
noels,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,n,o,e,l,s,0.045884347,0.063514786,0.09949143,0.053870785,0.098398945,1,1,1,1,0.3612,1.43
nohow,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,n,o,h,o,w,0.045884347,0.063514786,0.029572424,0.063514786,0.018346205,1,1,0,1,0.1573,1.43
